# 
# ## Query file name:  
# GeneProduct-IDs.txt
# 
# ## DATA version:  
# RegulonDB v10.7	 ECOCYC: v23.5
# 
# ## File creation date:  
# [2020-06-30]
# 
# ## Dataset description:
# Information about Gene and IDs from Ecocyc and GenBank
#
# ## Columns description:  
# - REGULONDB_ID:    RegulonDB Gene Identifier
# - ECOCYC_ID :      Ecocyc Gene Identifier
# - BNUMBER  :       GenBank Identifier / Locus tag
# - GENE_NAME :      Gene name
# - GENE_SYNONYMS:   Gene synonyms
# - GENE_POSLEFT:    Absolute genome left position of the gene
# - GENE_POSRIGHT:   Absolute genome right position of the gene
# - GENE_STRAND:     Genome orientation [forward, reverse]
# - GENE_TYPE:       Type of the gene [ gene, pseudo gene, phantom gene]
# - PRODUCT_ID:    RegulonDB Identifier
# - PRODUCT_NAME:  Product name
# - PRODUCT_SYNONYMS:Product synonyms 
# - PRODUCT_TYPE:    Product type [tRNA, small RNA, ]
#
# ## Data file summary:  
#
#  The totals and the unix commands using this data file is indicated.
#
#   Data File lines: 4739         ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | wc -l ```
# 
#
#  GENES:
#  ------------
#   Total of genes:        4739   ```grep -v '^#' GeneProduct-IDs.txt | cut -f1 | grep ECK12 | wc -l```
#   Genes without Ecocyc ID: 29   ```grep -v '^#' GeneProduct-IDs.txt | cut -f2 | grep -e  "-$" | wc -l```
#   Genes without bnumber:   84   ```grep -v '^#' GeneProduct-IDs.txt | cut -f3 | grep -e  "-$" | wc -l```
#   Gene Type Totals     :        ```grep -v '^#' GeneProduct-IDs.txt | cut -f9 | sort | uniq -c```
#        Genes           4532  
#        Phantom Gene      61
#        Pseudo Gene      146
#   Genes with more than one product: 
#   ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | cut -f1 | sort | uniq -c | sort -nr | cut -c1-5 | sort | uniq -c```
#        4726    1     4725 genes with 1 product  ( 94 of them have not product)
#           7    2        7 genes with 2 products
#   Genes without product: 94
#    ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | perl -ne 'chomp; @F=split(/\t/,$_); if ($F[9] eq "-") { print "$F[0] $F[3] $F[8] $F[9]\n";} ' |wc```
#
# PRODUCTS:
# -------------- 
#   small RNA genes: 120 
#     ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | perl -ne 'chomp; @F=split(/\t/,$_); if ($F[12] eq "small RNA") { print "$F[0]\t$F[3]\t$F[12]\n";} |wc’```
#
#
# ## Comments:
# [Details to consider about the data]
# 
#  * Some genes have no Ecocyc-ID because they come from RegulonDB collaborators curation
#  * Some genes have no BNumber because the genes reported in the papers are not included in the Genbank File
#  * Some genes have more than one product
#  * The small RNA from the RegulonDB collaborator are marked as “small RNA” in the product type
#
# REGULONDB_ID	ECOCYC_ID	BNUMBER	GENE_NAME	GENE_SYNONYMS	GENE_POSLEFT	GENE_POSRIGHT	GENE_STRAND	GENE_TYPE	PRODUCT_ID	PRODUCT_NAME	PRODUCT_SYNONYMS	PRODUCT_TYPE
ECK125256960	|G0-16690|	b4725	rseD	ECK4582,G0-16690,b4725	2710009	2710164	reverse	 	ECK125256984	<i>rpoE</i> leader peptide	RseD	 
ECK120000624	|EG10631|	b2574	nadB	ECK2572,EG10631,b2574,nic,nicB	2710420	2712042	forward	 	ECK120005100	L-aspartate oxidase	NadB,Nic,NicB	 
ECK120001492	|EG11538|	b2575	yfiC	ECK2573,EG11538,b2575,trmM	2712027	2712764	reverse	 	ECK120005968	tRNA m<sup>6</sup>A37 methyltransferase	TrmM,YfiC	 
ECK120000964	|EG10975|	b2576	srmB	ECK2574,EG10975,b2576,rbaB,rhlA	2712896	2714230	forward	 	ECK120005440	ATP-dependent RNA helicase SrmB	DEAD-box RNA helicase,RbaB,RhlA,SrmB	 
ECK120001719	|EG11785|	b2577	yfiE	ECK2575,EG11785,b2577	2714439	2715320	reverse	 	ECK120006195	putative LysR-type DNA-binding transcriptional regulator YfiE	YfiE	 
ECK120002298	|EG12445|	b2578	eamB	ECK2576,EG12445,b2578,yfiK	2715423	2716010	forward	 	ECK120006773	cysteine/<i>O</i>-acetylserine exporter EamB	EamB,YfiK	 
ECK120001718	|EG11784|	b2579	grcA	ECK2577,EG11784,b2579,yfiD	2716066	2716449	reverse	 	ECK120006194	stress-induced alternate pyruvate formate-lyase subunit	GrcA,YfiD	 
ECK120001047	|EG11058|	b2580	ung	ECK2578,EG11058,b2580	2716754	2717443	forward	 	ECK120005523	uracil-DNA glycosylase	Ung	 
ECK120001720	|EG11786|	b2581	yfiF	ECK2579,EG11786,b2581	2717491	2718528	reverse	 	ECK120006196	putative methyltransferase YfiF	YfiF	 
ECK120001817	|EG11887|	b2582	trxC	ECK2580,EG11887,b2582,yfiG	2718735	2719154	forward	 	ECK120006293	reduced thioredoxin 2	Trx2,TrxC,YfiG	 
ECK120003919	|G7349|	b2583	yfiP	ECK2581,G7349,b2583	2719223	2719921	forward	 	ECK120008367	DTW domain-containing protein YfiP	YfiP	 
ECK120003920	|G7350|	b2584	patZ	ECK2582,G7350,b2584,pka,yfiQ	2719953	2722613	forward	 	ECK120008368	peptidyl-lysine <i>N</i>-acetyltransferase	PatZ,Pka,YfiQ	 
ECK125286410	|G0-17028|	b4782	pssL	ECK4639,G0-17028,b4782	2722702	2722743	forward	 	ECK125286428	protein PssL	PssL	 
ECK120000772	|EG10781|	b2585	pssA	ECK2583,EG10781,b2585,pss	2722727	2724082	forward	 	ECK120005248	phosphatidylserine synthase	Pss,PssA	 
ECK120002404	|EG12857|	b2586	yfiM	ECK2584,EG12857,b2586	2724128	2724451	forward	 	ECK120006879	protein YfiM	YfiM	 
ECK120000515	|EG10522|	b2587	kgtP	ECK2585,EG10522,b2587,witA	2724448	2725746	reverse	 	ECK120004991	&alpha;-ketoglutarate:H<sup>+</sup> symporter	&alpha;-ketoglutarate MFS transporter,KgtP,WitA	 
ECK125286422	|G0-17029|	b4783	yfiS	ECK4639,G0-17029,b4783	2725925	2725987	forward	 	ECK125286445	protein YfiS	YfiS	 
ECK120002517	|EG30075|	b2588	rrfG	ECK2586,EG30075,b2588	2726069	2726188	reverse	 	ECK120006991	5S ribosomal RNA	5S rRNA,rrfG,rrfG 5S ribosomal RNA	rRNA
ECK120002524	|EG30082|	b2589	rrlG	ECK2587,EG30082,b2589	2726281	2729184	reverse	 	ECK120006998	23S ribosomal RNA	23S rRNA,rrlG,rrlG 23S ribosomal RNA	rRNA
ECK120002477	|EG30035|	b2590	gltW	ECK2588,EG30035,b2590	2729369	2729444	reverse	 	ECK120006952	tRNA-Glu(UUC)	tRNA<sup>gltW</sup>	tRNAs
ECK120002531	|EG30089|	b2591	rrsG	ECK2589,EG30089,b2591	2729616	2731157	reverse	 	ECK120007005	16S ribosomal RNA	16S rRNA,rrsG,rrsG 16S ribosomal RNA	rRNA
ECK120000153	|EG10157|	b2592	clpB	ECK2590,EG10157,b2592,htpM	2731600	2734173	reverse	 	ECK120004629	chaperone protein ClpB	ClpB,ClpB95,E89,F68.5,F84.1,HtpM	 
ECK120000153	|EG10157|	b2592	clpB	ECK2590,EG10157,b2592,htpM	2731600	2734173	reverse	 	ECK125286448	ClpB80	ClpB,ClpB79,HtpM	 
ECK120030083	|G0-10600|	b4609	ryfD	ECK4418,G0-10600,b4609	2734153	2734295	reverse	 	ECK120030110	RyfD	ig: 1603,small regulatory RNA RyfD	small RNA
ECK120002002	|EG12097|	b2593	pgeF	ECK2591,EG12097,b2593,yfiH	2734303	2735034	reverse	 	ECK120006478	polyphenol oxidase YfiH	PgeF,YfiH	 
ECK120002003	|EG12098|	b2594	rluD	ECK2592,EG12098,b2594,sfhB,yfiI,yfil	2735031	2736011	reverse	 	ECK120006479	23S rRNA pseudouridine<sup>1911/1915/1917</sup> synthase	RluD,SfhB,YfiI	 
ECK120003921	|G7352|	b2595	bamD	ECK2593,G7352,b2595,ecfD,yfiO	2736146	2736883	forward	 	ECK120008369	outer membrane protein assembly factor BamD	BamD,EcfD,YfiO	 
ECK120003922	|G7353|	b2596	 	G7353,b2596	2736913	2737119	forward	Phantom Gene	-	 	 	 
ECK120001134	|EG11151|	b2597	raiA	ECK2594,EG11151,b2597,pY,urf1,yfiA	2737154	2737495	forward	 	ECK120005610	stationary phase translation inhibitor and ribosome stability factor	RaiA,Urf1,YfiA,pY	 
ECK120001245	|EG11271|	b2598	pheL	ECK2595,EG11271,b2598,pheAE	2737599	2737646	forward	 	ECK120005721	<i>phe</i> operon leader peptide	PheL,leader peptide of chorismate mutase-P-prephenate dehydratase	 
ECK120000699	|EG10707|	b2599	pheA	ECK2596,EG10707,b2599	2737745	2738905	forward	 	ECK120005175	fused chorismate mutase/prephenate dehydratase	PheA	 
ECK120001028	|EG11039|	b2600	tyrA	ECK2597,EG11039,b2600	2738948	2740069	reverse	 	ECK120005504	fused chorismate mutase/prephenate dehydrogenase	TyrA	 
ECK120000074	|EG10078|	b2601	aroF	ECK2598,EG10078,b2601	2740080	2741150	reverse	 	ECK120004550	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive	2-dehydro-3-deoxyphosphoheptonate aldolase,AroF	 
ECK120002299	|EG12446|	b2602	yfiL	ECK2599,EG12446,b2602	2741360	2741725	forward	 	ECK120006774	DUF2799 domain-containing lipoprotein YfiL	YfiL	 
ECK120003923	|G7354|	b2603	yfiR	ECK2600,G7354,b2603	2741875	2742393	forward	 	ECK120008371	DUF4154 domain-containing protein YfiR	YfiR,putative periplasmic protein involved in swarming motility	 
ECK120002419	|EG12880|	b2604	dgcN	ECK2601,EG12880,b2604,yfiN	2742383	2743609	forward	 	ECK120006894	diguanylate cyclase DgcN	DgcN,YfiN	 
ECK120001135	|EG11152|	b2605	yfiB	ECK2602,EG11152,b2605	2743625	2744107	forward	 	ECK120005611	lipoprotein YfiB	YfiB	 
ECK120000871	|EG10880|	b2606	rplS	ECK2603,EG10880,b2606	2744183	2744530	reverse	 	ECK120005347	50S ribosomal subunit protein L19	RplS	 
ECK125121987	-	-	rpsP5'	 	2744205	2744454	reverse	 	ECK125122014	RpsP5'	ig:1614	small RNA
ECK120001012	|EG11023|	b2607	trmD	ECK2604,EG11023,b2607	2744572	2745339	reverse	 	ECK120005488	tRNA m<sup>1</sup>G37 methyltransferase	TrmD	 
ECK120001136	|EG11153|	b2608	rimM	ECK2605,EG11153,b2608,yfjA	2745370	2745918	reverse	 	ECK120005612	ribosome maturation factor RimM	21K,RimM,YfjA	 
ECK120000906	|EG10915|	b2609	rpsP	ECK2606,EG10915,b2609	2745937	2746185	reverse	 	ECK120005382	30S ribosomal subunit protein S16	RpsP	 
ECK120000294	|EG10300|	b2610	ffh	ECK2607,EG10300,b2610	2746434	2747795	reverse	 	ECK120004770	signal recognition particle protein component	Ffh,P48	 
ECK120003924	|G7355|	b2611	ypjD	ECK2608,G7355,b2611	2747962	2748753	forward	 	ECK120008372	cytochrome <i>c</i> assembly family protein	YpjD	 
ECK120002295	|EG12442|	b4461	yfjD	ECK2609,EG12442,b2612,b2613,b4461,ypjE	2748774	2750060	forward	 	ECK120006770	putative inner membrane protein	YfjD,YpjE	 
ECK120000409	|EG10416|	b2614	grpE	ECK2610,EG10416,b2614	2750115	2750708	reverse	 	ECK120004885	nucleotide exchange factor GrpE	GrpE,heat shock protein GrpE	 
ECK120002081	|EG12192|	b2615	nadK	ECK2611,EG12192,b2615,yfjB,yfjE	2750831	2751709	forward	 	ECK120006557	NAD kinase	NadK,YfjB,YfjE	 
ECK120000822	|EG10831|	b2616	recN	ECK2612,EG10831,b2616,radB	2751795	2753456	forward	 	ECK120005298	DNA repair protein RecN	RadB,RecN	 
ECK120000941	|EG10952|	b2617	bamE	ECK2613,EG10952,b2617,smpA,smqA	2753605	2753946	forward	 	ECK120005417	outer membrane protein assembly factor BamE	BamE,SmpA,SmqA,small membrane protein A	 
ECK120003925	|G7357|	b2618	yfjF	ECK2614,G7357,b2618,ratB	2754008	2754298	reverse	 	ECK120008373	putative component of the Rsx system	RatB,YfjF	 
ECK120003926	|G7358|	b2619	ratA	ECK2615,G7358,b2619,yfjG	2754288	2754764	reverse	 	ECK120008374	ribosome association toxin RatA	50S ribosomal subunit-binding toxin of a putative toxin-antitoxin pair,RatA,YfjG	 
ECK120001716	|EG11782|	b2620	smpB	ECK2616,EG11782,b2620,smqB	2754896	2755378	forward	 	ECK120006192	SsrA-binding protein	SmpB,SmqB,small protein B	 
ECK120002542	|EG30100|	b2621	ssrA	ECK2617,EG30100,b2621,sipB	2755593	2755955	forward	 	ECK120007016	TmRNA	""ssrA,10Sa RNA,10Sa"",SipB,SsrA,tmRNA,transfer-messenger RNA	small RNA
ECK120001717	|EG11783|	b2622	intA	ECK2618,EG11783,b2622,intX,slpA	2756159	2757400	forward	 	ECK120006193	CP4-57 prophage; integrase IntA	IntA,IntX,SlpA	 
ECK120003927	|G7359|	b2623	yfjH	ECK2619,G7359,b2623	2757644	2758600	reverse	 	ECK120008375	CP4-57 prophage; uncharacterized protein YfjH	YfjH	 
ECK120002016	|EG12112|	b2624	alpA	ECK2620,EG12112,b2624	2758644	2758856	forward	 	ECK120006492	CP4-57 prophage; DNA-binding transcriptional activator AlpA	AlpA	 
ECK120003928	|G7360|	b2625	yfjI	ECK2621,G7360,b2625	2758985	2760394	forward	 	ECK120008376	CP4-57 prophage; protein YfjI	YfjI	 
ECK120003929	|G7361|	b2626	yfjJ	ECK2622,G7361,b2626	2760547	2761173	forward	 	ECK120008377	CP4-57 prophage; protein YfjJ	YfjJ	 
ECK120003930	|G7362|	b2627	abpB	ECK2623,G7362,b2627,yfjK	2761351	2763540	reverse	 	ECK120008378	CP4-57 prophage; putative helicase YfjK	AbpB,CP4-57 prophage; anti-bacteriophage protein; mutations lead to radiation resistance,YfjK	 
ECK120003931	|G7363|	b2628	abpA	ECK2624,G7363,b2628,yfjL	2763537	2765153	reverse	 	ECK120008379	CP4-57 prophage; anti-bacteriophage protein	AbpA,YfjL	 
ECK120003932	|G7364|	b2629	yfjM	ECK2625,G7364,b2629	2765513	2765776	reverse	 	ECK120008380	CP4-57 prophage; protein YfjM	YfjM	 
ECK120003933	|G7365|	b2630	rnlA	ECK2626,G7365,b2630,std,yfjN	2765918	2766991	forward	 	ECK120008381	CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system	RnlA,Std,YfjN	 
ECK120003934	|G7366|	b2631	rnlB	ECK2627,G7366,b2631,yfjO	2766984	2767355	forward	 	ECK120008382	CP4-57 prophage; antitoxin RnlB	CP4-57 prophage, antitoxin of the RnlA-RnlB toxin-antitoxin system,RnlB,YfjO	 
ECK120003935	|G7367|	b2632	yfjP	ECK2628,G7367,b2632	2767710	2768573	forward	 	ECK120008383	CP4-57 prophage; putative GTP-binding protein YfjP	YfjP	 
ECK120003936	|G7368|	b2633	yfjQ	ECK2629,G7368,b2633	2768665	2769486	forward	 	ECK120008384	CP4-57 prophage; DUF932 domain-containing protein YfjQ	YfjQ	 
ECK120003937	|G7369|	b2634	yfjR	ECK2630,G7369,b2634	2769703	2770404	forward	 	ECK120008385	CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR	YfjR	 
ECK120003938	|G7370|	b2635	ypjK	ECK2631,G7370,b2635	2770445	2770681	forward	 	ECK120008386	CP4-57 prophage; uncharacterized protein YpjK	CP4-57 prophage; putative inner membrane protein,YpjK	 
ECK120003939	|G7371|	b2636	yfjS	ECK2632,G7371,b2636	2770681	2771124	forward	 	ECK120008387	CP4-57 prophage; inner membrane lipoprotein YfjS	YfjS	 
ECK120003940	|G7372|	b2637	yfjT	ECK2633,G7372,b2637	2771148	2771615	forward	 	ECK120008388	CP4-57 prophage; uncharacterized protein YfjT	YfjT	 
ECK120003941	|G7373|	b2638	yfjU	ECK2634,G7373,b2638	2771840	2772154	reverse	 	ECK120008389	CP4-57 prophage; ArsC family protein YfjU	YfjU	 
ECK120003944	|G7376|	b2641	yfjV	ECK2635,ECK2636,ECK2637,G7376,b2639,b2640,b2641,ypjL,ypjM	2772167	2773182	reverse	Pseudo Gene	ECK120008392	CP4-57 prophage; putative arsenite transporter, N-terminal fragment	 	 
ECK120003945	|G7377|	b2642	yfjW	ECK2638,G7377,b2642	2773318	2775021	forward	 	ECK120008393	CP4-57 prophage; uncharacterized protein YfjW	CP4-57 prophage; putative inner membrane protein,YfjW	 
ECK125240966	|G0-16653|	b4644	ypjI	ECK4438,G0-16653,b4644	2775545	2775816	forward	Pseudo Gene	ECK125276564	putative UPF0401 protein YpjI	 	 
ECK120003946	|G7378|	b2643	yfjX	ECK2639,G7378,b2643	2775919	2776377	forward	 	ECK120008394	CP4-57 prophage; putative antirestriction protein	YfjX	 
ECK120003947	|G7379|	b2644	yfjY	ECK2640,G7379,b2644	2776386	2776868	forward	 	ECK120008395	CP4-57 prophage; RadC-like JAB domain-containing protein YfjY	YfjY	 
ECK120016316	|G0-10464|	b4548	ypjJ	ECK2641,G0-10464,b4548	2776877	2777077	forward	 	ECK120016389	CP4-57 prophage; DUF987 domain-containing protein YpjJ	YpjJ	 
ECK120003948	|G7380|	b2645	yfjZ	ECK2642,G7380,b2645	2777115	2777432	forward	 	ECK120008396	CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system	YfjZ	 
ECK120003949	|G7381|	b2646	ypjF	ECK2643,G7381,b2646	2777453	2777782	forward	 	ECK120008397	CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system	YpjF	 
ECK125240973	|G0-16660|	b4645	psaA	ECK4465,G0-16660,b4645	2777972	2777985	forward	Pseudo Gene	-	 	 	 
ECK120003950	|G7382|	b2647	ypjA	ECK2644,G7382,b2647	2778146	2782726	reverse	 	ECK120008398	adhesin-like autotransporter YpjA	YpjA	 
ECK120003951	|G7383|	b2648	pinH	ECK2645,G7383,b2648,ypjG	2783065	2783304	reverse	Pseudo Gene	ECK120008399	putative invertase fragment	 	 
ECK120003952	|G7384|	b2649	ypjB	ECK2646,G7384,b2649	2783638	2784429	reverse	 	ECK120008400	DUF5508 domain-containing protein YpjB	YpjB	 
ECK120003953	|G7385|	b2650	ypjC	ECK2647,G7385,b2650	2784529	2785011	reverse	 	ECK120008401	DUF5507 domain-containing protein YpjC	YpjC	 
ECK120003954	|G7386|	b2651	b2651	G7386	2785221	2785352	forward	Phantom Gene	-	 	 	 
ECK120003955	|G7387|	b2652	ileY	ECK2648,G7387,b2652	2785762	2785837	reverse	 	ECK120016423	tRNA-Ile(CAU)	tRNA<sup>ileY</sup>	tRNAs
ECK120003956	|G7388|	b2653	 	G7388,b2653	2785800	2785973	reverse	Phantom Gene	-	 	 	 
ECK120003957	|G7389|	b4462	ygaQ	ECK2649,G7389,G7391,G7392,G7393,b2654,b2655,b2656,b2657,b2658,b4462,ygaR,yqaC,yqaD	2786397	2788649	forward	Pseudo Gene	ECK120008404	putative uncharacterized protein YgaQ	 	 
ECK120003961	|G7394|	b2659	glaH	ECK2653,G7394,b2659,csi-12,csiD,ygaT	2788985	2789962	forward	 	ECK120008408	glutarate hydroxylase GlaH	CsiD,GlaH,PF08943 family protein CsiD,YgaT	 
ECK120002252	|EG12387|	b2660	lhgD	ECK2654,EG12387,b2660,lhgO,ygaF	2789982	2791250	forward	 	ECK120006727	L-2-hydroxyglutarate dehydrogenase	LhgD,LhgO,YgaF	 
ECK120001300	|EG11329|	b2661	gabD	ECK2655,EG11329,b2661	2791273	2792721	forward	 	ECK120005776	succinate-semialdehyde dehydrogenase (NADP<sup>+</sup>) GabD	GabD,NADP<sup>+</sup>-dependent succinate-semialdehyde dehydrogenase	 
ECK120000354	|EG10361|	b2662	gabT	ECK2656,EG10361,b2662	2792735	2794015	forward	 	ECK120004830	4-aminobutyrate aminotransferase GabT	GabT	 
ECK120001301	|EG11330|	b2663	gabP	ECK2657,EG11330,b2663	2794253	2795653	forward	 	ECK120005777	4-aminobutanoate:H<sup>+</sup> symporter	GABA permease,GABA proton symporter,GabP,GabP permease	 
ECK120002251	|EG12386|	b2664	glaR	ECK2658,EG12386,b2664,csiR,gabC,ygaE	2795674	2796336	forward	 	ECK120006726	DNA-binding transcriptional repressor GlaR	CsiR,GabC,GlaR,YgaE	 
ECK120003962	|G7395|	b2665	kbp	ECK2659,G7395,b2665,ygaU,yzzM	2796337	2796786	reverse	 	ECK120008409	K<sup>+</sup> binding protein	Kbp,YgaU,YzzM	 
ECK120003963	|G7396|	b2666	yqaE	ECK2660,G7396,b2666	2796870	2797028	reverse	 	ECK120008410	Pmp3 family protein YqaE	YqaE	 
ECK120003964	|G7397|	b2667	ygaV	ECK2661,G7397,b2667	2797211	2797510	forward	 	ECK120008411	putative DNA-binding transcriptional regulator YgaV	YgaV	 
ECK120003965	|G7398|	b2668	ygaP	ECK2662,G7398,b2668	2797520	2798044	forward	 	ECK120008412	thiosulfate sulfurtransferase YgaP	YgaP	 
ECK120001507	|EG11554|	b2669	stpA	ECK2663,EG11554,b2669,hnsB	2798091	2798495	reverse	 	ECK120005983	DNA-binding transcriptional repressor StpA with RNA chaperone activity	H-NS-like DNA-binding transcriptional repressor with RNA chaperone activity,HnsB,StpA	 
ECK120003966	|G7399|	b2670	alaE	ECK2664,G7399,b2670,ygaW	2799164	2799613	forward	 	ECK120008413	L-alanine exporter	AlaE,YgaW	 
ECK120002089	|EG12201|	b2671	ygaC	ECK2665,EG12201,b2671	2799650	2799994	reverse	 	ECK120006565	protein YgaC	YgaC	 
ECK120003967	|G7400|	b2672	ygaM	ECK2666,G7400,b2672	2800146	2800475	forward	 	ECK120008414	DUF883 domain-containing protein YgaM	YgaM	 
ECK120003968	|G7401|	b2673	nrdH	ECK2667,G7401,b2673,ygaN	2800723	2800968	forward	 	ECK120008415	glutaredoxin-like protein	NrdH,YgaN	 
ECK120003969	|G7402|	b2674	nrdI	ECK2668,G7402,b2674,ygaO	2800965	2801375	forward	 	ECK120008416	dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI	NrdI,YgaO,flavodoxin NrdI,flavodoxin involved in dimanganese-tyrosyl radical cofactor maintenance for ribonucleotide reductase	 
ECK120002450	|EG20257|	b2675	nrdE	ECK2669,EG20257,b2675	2801348	2803492	forward	 	ECK120006925	ribonucleoside-diphosphate reductase 2 subunit &alpha;	NrdE	 
ECK120002248	|EG12381|	b2676	nrdF	ECK2670,EG12381,b2676,ygaD	2803502	2804461	forward	 	ECK120006723	ribonucleoside-diphosphate reductase 2 subunit &beta;	NrdF,YgaD	 
ECK120000762	|EG10771|	b2677	proV	ECK2671,EG10771,b2677,osrA,proU	2804815	2806017	forward	 	ECK120005238	glycine betaine ABC transporter ATP binding subunit ProV	OsrA,ProU,ProV	 
ECK120000763	|EG10772|	b2678	proW	ECK2672,EG10772,b2678,osrA,proU	2806010	2807074	forward	 	ECK120005239	glycine betaine ABC transporter membrane subunit ProW	OsrA,ProU,ProW	 
ECK120000764	|EG10773|	b2679	proX	ECK2673,EG10773,b2679,osrA,proU	2807132	2808124	forward	 	ECK120005240	glycine betaine ABC transporter periplasmic binding protein ProX	OsrA,ProU,ProX,glycine betaine binding protein (GBBP)	 
ECK120003970	|G7403|	b2681	ygaY	ECK2674,ECK2675,G7403,b2680,b2681,ygaX	2808316	2809493	forward	Pseudo Gene	ECK120008417	putative transporter YgaY, N-terminal fragment	 	 
ECK120003972	|G7405|	b2682	ygaZ	ECK2676,G7405,b2682	2809617	2810354	forward	 	ECK120008419	L-valine exporter, YgaZ component	YgaZ,YgaZ L-valine LIV-E exporter	 
ECK120003973	|G7406|	b2683	ygaH	ECK2677,G7406,b2683	2810344	2810679	forward	 	ECK120008420	L-valine exporter, YgaH component	YgaH	 
ECK120000596	|EG10603|	b2684	mprA	ECK2678,EG10603,b2684,emrR	2810770	2811300	forward	 	ECK120005072	DNA-binding transcriptional repressor MprA	EmrR,MprA	 
ECK120001323	|EG11354|	b2685	emrA	ECK2679,EG11354,b2685	2811427	2812599	forward	 	ECK120005799	multidrug efflux pump membrane fusion protein EmrA	EmrA	 
ECK120001403	|EG11439|	b2686	emrB	ECK2680,EG11439,b2686	2812616	2814154	forward	 	ECK120005879	multidrug efflux pump membrane subunit EmrB	EmrB	 
ECK120002369	|EG12712|	b2687	luxS	ECK2681,EG12712,b2687,ygaG	2814218	2814733	reverse	 	ECK120006844	<i>S</i>-ribosylhomocysteine lyase	LuxS,YgaG	 
ECK120002578	|G0-8866|	b4442	micA	ECK2682,G0-8866,b4442,psrA10,sraD	2814802	2814873	forward	 	ECK120007052	MicA	""sraD,PsrA10,SraD,micA,psrA10"",small regulatory RNA MicA	small RNA
ECK120000411	|EG10418|	b2688	gshA	ECK2683,EG10418,b2688,gsh-I	2814883	2816439	reverse	 	ECK120004887	glutamate&mdash;cysteine ligase	&gamma;-glutamate&mdash;cysteine ligase,GshA	 
ECK120003974	|G7407|	b2689	yqaA	ECK2684,G7407,b2689	2816512	2816940	reverse	 	ECK120008421	DedA family protein YqaA	YqaA	 
ECK120003975	|G7408|	b2690	yqaB	ECK2685,G7408,b2690	2816937	2817503	reverse	 	ECK120008422	fructose-1-phosphate phosphatase YqaB	HAD6,YqaB,fructose-1-phosphatase	 
ECK120002456	|EG30013|	b2691	argQ	ECK2686,EG30013,argVdelta,b2691	2817784	2817860	reverse	 	ECK120006931	tRNA-Arg(ACG)	tRNA<sup>argQ</sup>	tRNAs
ECK120002462	|EG30019|	b2692	argZ	ECK2687,EG30019,argVgamma,b2692	2818059	2818135	reverse	 	ECK120006937	tRNA-Arg(ACG)	tRNA<sup>argZ</sup>	tRNAs
ECK120002461	|EG30018|	b2693	argY	ECK2688,EG30018,argVbeta,b2693	2818198	2818274	reverse	 	ECK120006936	tRNA-Arg(ACG)	tRNA<sup>argY</sup>	tRNAs
ECK120002458	|EG30015|	b2694	argV	ECK2689,EG30015,argValpha,b2694	2818473	2818549	reverse	 	ECK120006933	tRNA-Arg(ACG)	tRNA(Arg2),tRNA<sup>argV</sup>	tRNAs
ECK120002537	|EG30095|	b2695	serV	ECK2690,EG30095,b2695,supD	2818553	2818645	reverse	 	ECK120007011	tRNA-Ser(GCU)	tRNA<sup>Ser3</sup>,tRNA<sup>serV</sup>	tRNAs
ECK120001410	|EG11447|	b2696	csrA	ECK2691,EG11447,b2696,zfiA	2818961	2819146	reverse	 	ECK120005886	carbon storage regulator	CsrA,ZfiA,pleiotropic regulatory protein for carbon source metabolism,translational dual regulator CsrA	 
ECK120000031	|EG10034|	b2697	alaS	ECK2692,EG10034,act,ala-act,b2697,lovB	2819381	2822011	reverse	 	ECK120004507	alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor	Act,AlaS,LovB,ala-act	 
ECK120001986	|EG12080|	b2698	recX	ECK2693,EG12080,b2698,oraA	2822139	2822639	reverse	 	ECK120006462	RecA inhibitor RecX	OraA,RecX,regulatory protein RecX; inhibitor of RecA	 
ECK120000814	|EG10823|	b2699	recA	ECK2694,EG10823,b2699,lexB,recH,rnmB,srf,tif,umuB,zab	2822708	2823769	reverse	 	ECK120005290	DNA recombination/repair protein RecA	LexB,RecA,RecH,RnmB,Srf,Tif,UmuB,Zab	 
ECK120003976	|G7409|	b2700	pncC	ECK2695,G7409,b2700,ygaD	2823849	2824346	reverse	 	ECK120008423	NMN aminohydrolase	PncC,YgaD	 
ECK120003977	|G7410|	b2701	mltB	ECK2696,G7410,b2701,slt	2824491	2825576	reverse	 	ECK120008424	membrane-bound lytic murein transglycosylase B	MltB,Slt,Slt35	 
ECK120004460	|G8210|	b2702	srlA	ECK2697,G8210,b2702,gutA,sbl,srlA-1	2825832	2826395	forward	 	ECK120008896	sorbitol-specific PTS enzyme IIC<sub>2</sub> component	Enzyme IIC <sup>sorbitol</sup>,GutA,Sbl,SrlA,enzyme IIC component of sorbitol PTS	 
